;symbol;priceChange;priceChangePercent;weightedAvgPrice;prevClosePrice;lastPrice;lastQty;bidPrice;bidQty;askPrice;askQty;openPrice;highPrice;lowPrice;volume;quoteVolume;openTime;closeTime;firstId;lastId;count;base;quot
216;BRDBNB;-0.00042000;-2.293;0.01811849;0.01824000;0.01790000;131.90000000;0.01781000;121.90000000;0.01790000;21.30000000;0.01832000;0.01841000;0.01780000;19846.90000000;359.59580800;1578135796420;1578222196420;449854;450052;199;BRD;BNB
217;MCOBNB;0.00842000;2.872;0.29952754;0.29315000;0.30157000;4.80000000;0.30057000;80.00000000;0.30263000;4.80000000;0.29315000;0.30366000;0.29315000;1179.70000000;353.35263900;1578137300533;1578223700533;400806;401060;255;MCO;BNB
218;EDOBTC;0.00000047;1.773;0.00002701;0.00002646;0.00002698;318.00000000;0.00002693;1336.00000000;0.00002698;4.00000000;0.00002651;0.00002824;0.00002590;1329652.00000000;35.91576007;1578137227983;1578223627983;4159709;4163453;3745;EDO;BTC
219;EDOETH;0.00002800;1.922;0.00147480;0.00145900;0.00148500;11.74000000;0.00147700;2009.00000000;0.00148500;233.92000000;0.00145700;0.00154500;0.00142600;72648.91000000;107.14252474;1578137296453;1578223696453;705372;705882;511;EDO;ETH
220;WINGSBTC;0.00000000;0;0;0.00001193;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;1575982533114;1576068933114;-1;-1;0;WINGS;BTC
221;WINGSETH;0.00000000;0;0;0.00033460;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;1575982533116;1576068933116;-1;-1;0;WINGS;ETH
222;NAVBTC;0.00000089;7.114;0.00001360;0.00001256;0.00001340;3970.00000000;0.00001340;1953.00000000;0.00001347;2393.00000000;0.00001251;0.00001483;0.00001242;5078117.00000000;69.03840888;1578137286646;1578223686646;3787029;3795014;7986;NAV;BTC
223;NAVETH;0.00000000;0;0;0.00048700;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;1575982533119;1576068933119;-1;-1;0;NAV;ETH
224;NAVBNB;0.00000000;0;0;0.00423700;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;1575982533120;1576068933120;-1;-1;0;NAV;BNB
225;LUNBTC;0.00000610;4.900;0.00013256;0.00012400;0.00013060;378.55000000;0.00013050;30.78000000;0.00013060;118.31000000;0.00012450;0.00014500;0.00012290;533500.10000000;70.71907315;1578137295112;1578223695112;6583385;6591786;8402;LUN;BTC
226;LUNETH;0.00000000;0;0;0.00489100;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;1575982533131;1576068933131;-1;-1;0;LUN;ETH
227;TRIGBTC;0.00000000;0;0;0.00001980;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;1575982533133;1576068933133;-1;-1;0;TRIG;BTC
228;TRIGETH;0.00000000;0;0;0.00059400;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;1575982533137;1576068933137;-1;-1;0;TRIG;ETH
229;TRIGBNB;0.00000000;0;0;0.01218000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;1575982533168;1576068933168;-1;-1;0;TRIG;BNB
230;APPCBTC;-0.00000008;-2.180;0.00000362;0.00000367;0.00000359;214.00000000;0.00000359;27954.00000000;0.00000361;3061.00000000;0.00000367;0.00000370;0.00000355;845575.00000000;3.06471847;1578137215930;1578223615930;6180685;6181399;715;APPC;BTC
231;APPCETH;-0.00000530;-2.622;0.00020044;0.00020210;0.00019680;59.00000000;0.00019700;482.00000000;0.00019870;49.00000000;0.00020210;0.00020350;0.00019540;40475.00000000;8.11282100;1578137208947;1578223608947;1731708;1731830;123;APPC;ETH
232;APPCBNB;-0.00002600;-1.337;0.00192871;0.00194600;0.00191900;1563.00000000;0.00190500;482.00000000;0.00192200;493.00000000;0.00194500;0.00197700;0.00189500;39965.00000000;77.08074000;1578136200016;1578222600016;421354;421424;71;APPC;BNB
233;VIBEBTC;-0.00000001;-0.575;0.00000174;0.00000174;0.00000173;3791.00000000;0.00000173;130186.00000000;0.00000174;55124.00000000;0.00000174;0.00000182;0.00000168;9300222.00000000;16.17213241;1578137046782;1578223446782;6946258;6948349;2092;VIBE;BTC
234;VIBEETH;-0.00000060;-0.625;0.00009534;0.00009600;0.00009540;87.00000000;0.00009500;1861.00000000;0.00009560;4577.00000000;0.00009600;0.00009980;0.00009290;188529.00000000;17.97341840;1578137143380;1578223543380;1831921;1832088;168;VIBE;ETH
235;RLCBTC;-0.00000213;-3.819;0.00005492;0.00005577;0.00005364;12.00000000;0.00005339;198.00000000;0.00005366;539.00000000;0.00005577;0.00005828;0.00005245;796953.00000000;43.77021103;1578137301746;1578223701746;5149753;5155802;6050;RLC;BTC
236;RLCETH;-0.00012100;-3.941;0.00299096;0.00307200;0.00294900;4.09000000;0.00292900;99.18000000;0.00294800;22.97000000;0.00307000;0.00320000;0.00288600;51639.81000000;154.45236161;1578137300938;1578223700938;1274553;1275385;833;RLC;ETH
237;RLCBNB;-0.00132000;-4.441;0.02892844;0.02951000;0.02840000;12.00000000;0.02822000;99.00000000;0.02840000;1.30000000;0.02972000;0.03113000;0.02804000;26564.30000000;768.46376200;1578137301417;1578223701417;337260;337714;455;RLC;BNB
238;INSBTC;0.00000002;0.061;0.00003297;0.00003326;0.00003305;1512.00000000;0.00003287;57.00000000;0.00003305;4.00000000;0.00003303;0.00003418;0.00003141;3211225.00000000;105.87125213;1578137298551;1578223698551;5084889;5093079;8191;INS;BTC
239;INSETH;-0.00001600;-0.875;0.00179209;0.00183000;0.00181200;11.24000000;0.00181200;0.16000000;0.00182800;834.39000000;0.00182800;0.00187200;0.00172600;113165.66000000;202.80335714;1578137291196;1578223691196;1138495;1139163;669;INS;ETH
240;PIVXBTC;-0.00000006;-0.190;0.00003131;0.00003149;0.00003155;358.00000000;0.00003151;7951.00000000;0.00003155;3707.00000000;0.00003161;0.00003185;0.00003095;455488.00000000;14.26357581;1578137294288;1578223694288;3782010;3783516;1507;PIVX;BTC
241;PIVXETH;0.00000000;0.000;0.00171258;0.00174000;0.00174100;2.09000000;0.00172900;189.00000000;0.00174100;4003.87000000;0.00174100;0.00174500;0.00169800;67857.87000000;116.21178728;1578137293905;1578223693905;704005;704254;250;PIVX;ETH
242;PIVXBNB;-0.00010000;-0.592;0.01660944;0.01654000;0.01679000;723.20000000;0.01662000;5824.00000000;0.01683000;8.90000000;0.01689000;0.01691000;0.01642000;19224.60000000;319.30977000;1578137296387;1578223696387;201727;201795;69;PIVX;BNB
243;IOSTBTC;0.00000000;0.000;0.00000066;0.00000067;0.00000066;622815.00000000;0.00000065;19290493.00000000;0.00000066;1147664.00000000;0.00000066;0.00000067;0.00000065;36143512.00000000;23.86299566;1578137299223;1578223699223;12614613;12615387;775;IOST;BTC
244;IOSTETH;-0.00000026;-0.711;0.00003624;0.00003651;0.00003630;1076.00000000;0.00003605;20077.00000000;0.00003618;25275.00000000;0.00003656;0.00003664;0.00003581;2241208.00000000;81.22814976;1578137291968;1578223691968;4215182;4215602;421;IOST;ETH
245;CHATBTC;0.00000000;0;0;0.00000195;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;1575982533294;1576068933294;-1;-1;0;CHAT;BTC
246;CHATETH;0.00000000;0;0;0.00006585;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;1575982533294;1576068933294;-1;-1;0;CHAT;ETH
247;STEEMBTC;-0.00000013;-0.775;0.00001693;0.00001677;0.00001664;145.00000000;0.00001665;207.00000000;0.00001669;447.00000000;0.00001677;0.00001750;0.00001653;928495.00000000;15.72234573;1578137298958;1578223698958;5623534;5625673;2140;STEEM;BTC
248;STEEMETH;-0.00001300;-1.396;0.00092496;0.00092700;0.00091800;303.22000000;0.00091300;512.51000000;0.00092100;692.56000000;0.00093100;0.00094800;0.00090700;42507.18000000;39.31724829;1578137299741;1578223699741;1191314;1191505;192;STEEM;ETH
249;STEEMBNB;-0.00011000;-1.228;0.00912653;0.00887000;0.00885000;93.40000000;0.00880000;7000.00000000;0.00886000;30.00000000;0.00896000;0.00928000;0.00877000;41842.70000000;381.87856400;1578137227559;1578223627559;322767;322898;132;STEEM;BNB
250;NANOBTC;0.00000190;2.140;0.00008921;0.00008870;0.00009070;88.87000000;0.00009070;1711.13000000;0.00009090;330.25000000;0.00008880;0.00009100;0.00008780;428964.68000000;38.26631983;1578137197583;1578223597583;19209423;19211508;2086;NANO;BTC
251;NANOETH;0.00013600;2.802;0.00487458;0.00485500;0.00499000;530.76000000;0.00497500;944.55000000;0.00499400;100.00000000;0.00485400;0.00499000;0.00481400;13672.90000000;66.64963501;1578137297355;1578223697355;4697049;4697301;253;NANO;ETH
252;NANOBNB;0.00094000;1.990;0.04746182;0.04711000;0.04817000;481.80000000;0.04796000;3.10000000;0.04820000;398.60000000;0.04723000;0.04828000;0.04700000;14924.80000000;708.35820500;1578137125935;1578223525935;1079520;1079760;241;NANO;BNB
253;VIABTC;0.00000046;1.855;0.00002504;0.00002490;0.00002526;93.00000000;0.00002525;383.00000000;0.00002526;4534.00000000;0.00002480;0.00002540;0.00002460;403796.00000000;10.11097220;1578136980394;1578223380394;3815232;3816380;1149;VIA;BTC
254;VIAETH;0.00001600;1.160;0.00137666;0.00137200;0.00139500;1.36000000;0.00138400;392.91000000;0.00139500;560.88000000;0.00137900;0.00139700;0.00135300;5680.29000000;7.81983035;1578137175363;1578223575363;663405;663515;111;VIA;ETH
255;VIABNB;-0.00018000;-1.326;0.01333930;0.01314000;0.01339000;1507.00000000;0.01333000;383.00000000;0.01350000;83.50000000;0.01357000;0.01357000;0.01318000;5117.10000000;68.25852300;1578137009193;1578223409193;196178;196205;28;VIA;BNB
256;BLZBTC;-0.00000014;-5.668;0.00000236;0.00000248;0.00000233;105662.00000000;0.00000232;3237.00000000;0.00000233;94321.00000000;0.00000247;0.00000247;0.00000227;7667261.00000000;18.12422155;1578137291360;1578223691360;5214955;5217296;2342;BLZ;BTC
257;BLZETH;-0.00000755;-5.557;0.00013009;0.00013617;0.00012832;15092.00000000;0.00012736;1577.00000000;0.00012846;5958.00000000;0.00013587;0.00013587;0.00012522;520125.00000000;67.66292665;1578137255816;1578223655816;1904782;1905074;293;BLZ;ETH
258;BLZBNB;-0.00008200;-6.212;0.00128276;0.00132000;0.00123800;18487.00000000;0.00123300;1489.00000000;0.00123900;15657.00000000;0.00132000;0.00132400;0.00120800;838222.00000000;1075.23791900;1578136956191;1578223356191;291861;292178;318;BLZ;BNB
259;AEBTC;0.00000019;1.078;0.00001776;0.00001764;0.00001781;284.00000000;0.00001778;362.00000000;0.00001781;266.00000000;0.00001762;0.00001813;0.00001748;830827.00000000;14.75629242;1578137277153;1578223677153;6178613;6180143;1531;AE;BTC
260;AEETH;0.00000800;0.823;0.00097062;0.00097200;0.00098000;3.21000000;0.00097500;362.00000000;0.00098000;8.83000000;0.00097200;0.00099200;0.00095800;11924.84000000;11.57447506;1578137174668;1578223574668;2096722;2096929;208;AE;ETH
261;AEBNB;0.00007000;0.745;0.00944400;0.00939000;0.00946000;18.20000000;0.00940000;33.90000000;0.00952000;127.20000000;0.00939000;0.00963000;0.00931000;3654.10000000;34.50932800;1578137295840;1578223695840;298959;299045;87;AE;BNB
262;RPXBTC;0.00000000;0;0;0.00000224;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;1575982533344;1576068933344;-1;-1;0;RPX;BTC
263;RPXETH;0.00000000;0;0;0.00005449;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;1575982533346;1576068933346;-1;-1;0;RPX;ETH
264;RPXBNB;0.00000000;0;0;0.00145700;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;1575982533346;1576068933346;-1;-1;0;RPX;BNB
265;NCASHBTC;0.00000000;0.000;0.00000011;0.00000011;0.00000011;2727.00000000;0.00000010;142384844.00000000;0.00000011;148240474.00000000;0.00000011;0.00000011;0.00000010;22344952.00000000;2.35186507;1578137028973;1578223428973;6756278;6756405;128;NCASH;BTC
266;NCASHETH;0.00000004;0.727;0.00000549;0.00000550;0.00000554;11484.00000000;0.00000553;3601.00000000;0.00000554;177199.00000000;0.00000550;0.00000555;0.00000547;4271224.00000000;23.44063046;1578137171262;1578223571262;3164146;3164344;199;NCASH;ETH
267;NCASHBNB;0.00000000;0;0;0.00006790;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;1575982533351;1576068933351;-1;-1;0;NCASH;BNB
268;POABTC;-0.00000003;-1.807;0.00000166;0.00000167;0.00000163;21405.00000000;0.00000163;73453.00000000;0.00000164;79984.00000000;0.00000166;0.00000169;0.00000161;5620191.00000000;9.31175290;1578136726663;1578223126663;4759796;4760852;1057;POA;BTC
269;POAETH;-0.00000122;-1.338;0.00009050;0.00009165;0.00008999;37.00000000;0.00008945;299.00000000;0.00008999;129.00000000;0.00009121;0.00009312;0.00008827;127271.00000000;11.51753211;1578137179670;1578223579670;1543564;1543695;132;POA;ETH
270;POABNB;0.00000000;0;0;0.00092100;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;1575982533360;1576068933360;-1;-1;0;POA;BNB
271;ZILBTC;0.00000000;0.000;0.00000062;0.00000061;0.00000062;215437.00000000;0.00000062;944591.00000000;0.00000063;7164328.00000000;0.00000062;0.00000063;0.00000061;37439567.00000000;23.17859325;1578137293699;1578223693699;12968141;12969242;1102;ZIL;BTC
272;ZILETH;0.00000037;1.095;0.00003392;0.00003389;0.00003417;1401.00000000;0.00003411;1400.00000000;0.00003417;122865.00000000;0.00003380;0.00003439;0.00003360;10315815.00000000;349.92769812;1578137228638;1578223628638;4207336;4208217;882;ZIL;ETH
273;ZILBNB;0.00000090;0.274;0.00033025;0.00032850;0.00032910;400.00000000;0.00032860;456.00000000;0.00033030;6346.00000000;0.00032820;0.00033460;0.00032560;2380016.00000000;785.98884450;1578137228679;1578223628679;983129;983380;252;ZIL;BNB
274;ONTBTC;0.00000020;0.278;0.00007211;0.00007200;0.00007210;1640.09000000;0.00007210;72.02000000;0.00007220;3253.14000000;0.00007190;0.00007350;0.00007100;799520.31000000;57.65285586;1578137300861;1578223700861;20732296;20735471;3176;ONT;BTC
275;ONTETH;0.00001400;0.355;0.00396117;0.00395400;0.00396000;2.74000000;0.00396800;50.39000000;0.00397100;1518.64000000;0.00394600;0.00402200;0.00389100;77821.33000000;308.26383109;1578137298276;1578223698276;4836208;4836993;786;ONT;ETH
276;ONTBNB;0.00001000;0.026;0.03839648;0.03836000;0.03822000;2.70000000;0.03814000;978.50000000;0.03828000;125.50000000;0.03821000;0.03907000;0.03800000;44166.50000000;1695.83804300;1578137293106;1578223693106;1536864;1537477;614;ONT;BNB
277;STORMBTC;0.00000000;0.000;0.00000014;0.00000015;0.00000015;38130.00000000;0.00000014;61956380.00000000;0.00000015;108541345.00000000;0.00000015;0.00000015;0.00000014;5848324.00000000;0.83603059;1578137299887;1578223699887;6154228;6154313;86;STORM;BTC
278;STORMETH;-0.00000011;-1.384;0.00000789;0.00000794;0.00000784;60089.00000000;0.00000777;60570.00000000;0.00000784;87329.00000000;0.00000795;0.00000798;0.00000777;5677261.00000000;44.77837497;1578137286082;1578223686082;1863179;1863345;167;STORM;ETH
279;STORMBNB;-0.00000060;-0.787;0.00007643;0.00007670;0.00007560;6819.00000000;0.00007520;2543.00000000;0.00007580;27155.00000000;0.00007620;0.00007770;0.00007510;1192522.00000000;91.14623260;1578136847386;1578223247386;502522;502631;110;STORM;BNB
280;QTUMBNB;-0.00123000;-1.046;0.11823862;0.11757000;0.11635000;23.70000000;0.11619000;5.40000000;0.11695000;15.80000000;0.11758000;0.11988000;0.11635000;1601.30000000;189.33551000;1578137275513;1578223675513;500452;500607;156;QTUM;BNB
281;QTUMUSDT;0.01900000;1.179;1.63511570;1.61200000;1.63100000;318.30600000;1.63100000;12.25400000;1.63200000;707.28500000;1.61200000;1.66900000;1.59600000;474463.09900000;775802.06280800;1578137285958;1578223685958;6175865;6183778;7914;QTUM;USDT
282;XEMBTC;-0.00000007;-1.606;0.00000431;0.00000437;0.00000429;308.00000000;0.00000428;4693.00000000;0.00000429;2805.00000000;0.00000436;0.00000441;0.00000422;5577994.00000000;24.01424581;1578137231364;1578223631364;6557527;6559433;1907;XEM;BTC
283;XEMETH;-0.00000451;-1.879;0.00023534;0.00023998;0.00023549;188.00000000;0.00023487;231.00000000;0.00023599;2083.00000000;0.00024000;0.00024219;0.00023191;337109.00000000;79.33653865;1578137033654;1578223433654;1329590;1329876;287;XEM;ETH
284;XEMBNB;-0.00004600;-1.979;0.00229909;0.00232400;0.00227800;65.00000000;0.00226400;65.00000000;0.00228500;1179.00000000;0.00232400;0.00236100;0.00223400;156499.00000000;359.80591300;1578136978917;1578223378917;393827;394005;179;XEM;BNB
285;WANBTC;-0.00000004;-0.166;0.00002391;0.00002405;0.00002400;8791.00000000;0.00002400;1212.00000000;0.00002401;23.00000000;0.00002404;0.00002434;0.00002352;2674366.00000000;63.94946426;1578137228052;1578223628052;11706810;11714873;8064;WAN;BTC
286;WANETH;0.00000000;0.000;0.00131084;0.00131700;0.00131800;297.37000000;0.00131700;341.17000000;0.00132000;130.72000000;0.00131800;0.00133000;0.00129600;212855.38000000;279.01887614;1578137280659;1578223680659;3108786;3110289;1504;WAN;ETH
287;WANBNB;-0.00015000;-1.173;0.01271652;0.01279000;0.01264000;118.40000000;0.01268000;1263.70000000;0.01273000;53.80000000;0.01279000;0.01291000;0.01258000;42630.00000000;542.10519000;1578137247689;1578223647689;557990;558217;228;WAN;BNB
288;WPRBTC;-0.00000002;-2.410;0.00000082;0.00000083;0.00000081;10125.00000000;0.00000080;1206705.00000000;0.00000081;81489.00000000;0.00000083;0.00000083;0.00000080;9782604.00000000;7.98139034;1578137294531;1578223694531;3929021;3929547;527;WPR;BTC
289;WPRETH;-0.00000074;-1.626;0.00004469;0.00004500;0.00004478;1251.00000000;0.00004417;8558.00000000;0.00004478;7911.00000000;0.00004552;0.00004567;0.00004398;151739.00000000;6.78077260;1578137047424;1578223447424;1024863;1024924;62;WPR;ETH
290;QLCBTC;-0.00000004;-2.381;0.00000167;0.00000168;0.00000164;1682.00000000;0.00000164;5807.00000000;0.00000165;124788.00000000;0.00000168;0.00000171;0.00000163;3078349.00000000;5.15269977;1578137202293;1578223602293;5520804;5521261;458;QLC;BTC
291;QLCETH;-0.00000219;-2.365;0.00009184;0.00009258;0.00009040;5857.00000000;0.00008968;8552.00000000;0.00009040;1894.00000000;0.00009259;0.00009324;0.00008969;173681.00000000;15.95031467;1578137202308;1578223602308;919928;920003;76;QLC;ETH
292;SYSBTC;-0.00000003;-1.068;0.00000282;0.00000281;0.00000278;212.00000000;0.00000278;16089.00000000;0.00000279;29578.00000000;0.00000281;0.00000289;0.00000274;2049622.00000000;5.77034434;1578136599827;1578222999827;3419608;3420327;720;SYS;BTC
293;SYSETH;-0.00000196;-1.266;0.00015410;0.00015492;0.00015281;318.00000000;0.00015170;2314.00000000;0.00015345;1459.00000000;0.00015477;0.00015806;0.00015000;57889.00000000;8.92072481;1578137238492;1578223638492;594345;594432;88;SYS;ETH
294;SYSBNB;0.00008100;5.212;0.00157220;0.00152300;0.00163500;123.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00155400;0.00164900;0.00155100;38292.00000000;60.20260900;1576742657949;1576829057949;239261;239297;37;SYS;BNB
295;QLCBNB;0.00001600;1.766;0.00089883;0.00091300;0.00092200;1084.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00090600;0.00093900;0.00088100;370923.00000000;333.39791800;1576742664337;1576829064337;413138;413231;94;QLC;BNB
296;GRSBTC;0.00000124;5.738;0.00002240;0.00002161;0.00002285;120.00000000;0.00002280;215.00000000;0.00002284;206.00000000;0.00002161;0.00002323;0.00002124;2109663.00000000;47.24668080;1578137301477;1578223701477;5078376;5081659;3284;GRS;BTC
297;GRSETH;0.00005393;4.542;0.00122017;0.00118743;0.00124136;168.00000000;0.00124176;4273.00000000;0.00126366;239.00000000;0.00118743;0.00127598;0.00117000;73086.00000000;89.17719515;1578137301587;1578223701587;759446;759989;544;GRS;ETH
298;ADAUSDT;0.00058000;1.709;0.03431501;0.03392000;0.03452000;6011.50000000;0.03453000;20000.00000000;0.03455000;26578.30000000;0.03394000;0.03492000;0.03376000;55859361.00000000;1916814.26314900;1578137292150;1578223692150;18997373;19005872;8500;ADA;USDT
299;ADABNB;0.00000300;0.122;0.00248312;0.00246400;0.00246500;7019.00000000;0.00246100;600.00000000;0.00246700;788.00000000;0.00246200;0.00250300;0.00245600;1080842.00000000;2683.85950700;1578137292571;1578223692571;1969370;1970194;825;ADA;BNB
300;CLOAKBTC;0.00000000;0;0;0.00015550;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;1575982533584;1576068933584;-1;-1;0;CLOAK;BTC
301;CLOAKETH;0.00000000;0;0;0.00414200;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;1575982533586;1576068933586;-1;-1;0;CLOAK;ETH
302;GNTBTC;-0.00000010;-2.558;0.00000385;0.00000390;0.00000381;477.00000000;0.00000381;1230.00000000;0.00000383;12479.00000000;0.00000391;0.00000393;0.00000380;2303416.00000000;8.85742387;1578137228079;1578223628079;3678911;3679812;902;GNT;BTC
303;GNTETH;-0.00000384;-1.784;0.00021053;0.00021582;0.00021137;14.00000000;0.00020878;1203.00000000;0.00021089;5000.00000000;0.00021521;0.00021591;0.00020813;187689.00000000;39.51479984;1578137289767;1578223689767;816642;816790;149;GNT;ETH
304;GNTBNB;0.00000000;0;0;0.00243900;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;1575982533603;1576068933603;-1;-1;0;GNT;BNB
305;LOOMBTC;-0.00000011;-4.490;0.00000237;0.00000245;0.00000234;36474.00000000;0.00000234;1173902.00000000;0.00000235;1772.00000000;0.00000245;0.00000246;0.00000230;33541134.00000000;79.49445931;1578137288009;1578223688009;5773800;5779448;5649;LOOM;BTC
306;LOOMETH;-0.00000588;-4.372;0.00013051;0.00013449;0.00012861;3154.00000000;0.00012862;1026.00000000;0.00012965;1027.00000000;0.00013449;0.00013543;0.00012621;2108966.00000000;275.24020668;1578137270760;1578223670760;1843189;1843946;758;LOOM;ETH
307;LOOMBNB;-0.00005600;-4.291;0.00126940;0.00131400;0.00124900;179.00000000;0.00123900;821.00000000;0.00125100;35000.00000000;0.00130500;0.00130500;0.00123200;1238594.00000000;1572.27340800;1578137164463;1578223564463;374781;375345;565;LOOM;BNB
308;XRPUSDT;0.00146000;0.759;0.19344209;0.19248000;0.19385000;57.10000000;0.19385000;271.10000000;0.19390000;57.60000000;0.19239000;0.19568000;0.19119000;40923105.50000000;7916250.94432000;1578137300654;1578223700654;42959182;42993548;34367;XRP;USDT
309;BCNBTC;0.00000000;0;0;0.00000022;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;1575982533625;1576068933625;-1;-1;0;BCN;BTC
310;BCNETH;0.00000000;0;0;0.00000707;0.00000000;0.00000000;0.00000700;3458.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;1575982533628;1576068933628;-1;-1;0;BCN;ETH
311;BCNBNB;0.00000000;0;0;0.00002000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;1575982533633;1576068933633;-1;-1;0;BCN;BNB
312;REPBTC;0.00003700;3.030;0.00123742;0.00122100;0.00125800;7.15900000;0.00125700;2.00000000;0.00125800;0.23600000;0.00122100;0.00126800;0.00121900;35728.33000000;44.21078395;1578137147763;1578223547763;4622131;4625728;3598;REP;BTC
313;REPETH;0.00200000;2.977;0.06779326;0.06673000;0.06919000;0.18500000;0.06897000;2.00000000;0.06919000;2.26000000;0.06719000;0.06960000;0.06653000;3221.78100000;218.41503284;1578137290530;1578223690530;941719;942492;774;REP;ETH
314;REPBNB;0.00000000;0;0;0.44670000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;1575982533645;1576068933645;-1;-1;0;REP;BNB
315;BTCTUSD;101.21000000;1.381;7389.61544411;7327.23000000;7428.22000000;0.00879700;7422.83000000;0.01613900;7428.54000000;1.99120300;7327.01000000;7491.26000000;7259.68000000;170.81364300;1262247.13437797;1578137292685;1578223692685;4091936;4094345;2410;;
316;TUSDBTC;0.00000000;0;0;0.00025971;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;1575982533648;1576068933648;-1;-1;0;TUSD;BTC
317;ETHTUSD;1.42000000;1.064;134.14792816;133.42000000;134.89000000;0.41344000;134.94000000;15.62708000;135.07000000;20.00000000;133.47000000;136.77000000;132.35000000;2174.50759000;291705.68796790;1578137236117;1578223636117;812445;813004;560;;
318;TUSDETH;0.00000000;0;0;0.00762097;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;1575982533654;1576068933654;-1;-1;0;TUSD;ETH
319;TUSDBNB;0.00000000;0;0;0.06777000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;1575982533655;1576068933655;-1;-1;0;TUSD;BNB
320;ZENBTC;-0.00005800;-5.296;0.00105976;0.00108900;0.00103720;9.70000000;0.00103680;5.69000000;0.00104120;3.81000000;0.00109520;0.00111300;0.00102100;18500.17000000;19.60571987;1578137292045;1578223692045;2882319;2887163;4845;ZEN;BTC
321;ZENETH;-0.00302000;-5.013;0.05742419;0.06024000;0.05722000;0.06500000;0.05683000;5.69000000;0.05725000;5.90900000;0.06024000;0.06081000;0.05611000;3030.52900000;174.02567160;1578137301531;1578223701531;552594;553309;716;ZEN;ETH
322;ZENBNB;-0.03210000;-5.552;0.56583712;0.57810000;0.54610000;34.53000000;0.54300000;60.25000000;0.54980000;9.59000000;0.57820000;0.59150000;0.53180000;753.33000000;426.26207400;1578137300246;1578223700246;168599;168779;181;ZEN;BNB
323;SKYBTC;0.00000063;1.096;0.00005812;0.00005748;0.00005811;28.00000000;0.00005802;4.00000000;0.00005818;67.00000000;0.00005748;0.00005893;0.00005738;75500.00000000;4.38842374;1578137231427;1578223631427;4142663;4144277;1615;SKY;BTC
