;symbol;priceChange;priceChangePercent;weightedAvgPrice;prevClosePrice;lastPrice;lastQty;bidPrice;bidQty;askPrice;askQty;openPrice;highPrice;lowPrice;volume;quoteVolume;openTime;closeTime;firstId;lastId;count;base;quot
110;NULSBTC;0.00000059;1.896;0.00003136;0.00003118;0.00003171;1505.00000000;0.00003147;129.00000000;0.00003165;465.00000000;0.00003112;0.00003208;0.00003085;493698.00000000;15.48262067;1578137297520;1578223697520;7314446;7316322;1877;NULS;BTC
111;NULSETH;0.00001875;1.090;0.00170388;0.00171986;0.00173852;24.00000000;0.00171777;2630.00000000;0.00173852;2.00000000;0.00171977;0.00175833;0.00169407;47728.00000000;81.32259092;1578137300508;1578223700508;1300470;1300926;457;NULS;ETH
112;RDNBTC;-0.00000007;-0.440;0.00001606;0.00001591;0.00001583;2333.00000000;0.00001583;650.00000000;0.00001586;629.00000000;0.00001590;0.00001644;0.00001570;382481.00000000;6.14216920;1578137028391;1578223428391;3633998;3635139;1142;RDN;BTC
113;RDNETH;-0.00000470;-0.538;0.00087802;0.00087970;0.00086830;2853.00000000;0.00086870;650.00000000;0.00087310;94.00000000;0.00087300;0.00089830;0.00086050;44990.00000000;39.50233850;1578137028453;1578223428453;1317052;1317455;404;RDN;ETH
114;RDNBNB;-0.00014000;-1.645;0.00853961;0.00844000;0.00837000;711.60000000;0.00837000;708.60000000;0.00844000;597.30000000;0.00851000;0.00874000;0.00837000;12028.40000000;102.71788500;1578137014977;1578223414977;295809;296044;236;RDN;BNB
115;XMRBTC;0.00008200;1.178;0.00690049;0.00696300;0.00704400;5.07600000;0.00704300;1.52800000;0.00704500;1.70300000;0.00696200;0.00706100;0.00681400;51240.87600000;353.58700116;1578137294747;1578223694747;16532129;16551878;19750;XMR;BTC
116;XMRETH;0.00548000;1.434;0.37987433;0.38140000;0.38771000;0.65500000;0.38649000;6.18900000;0.38775000;6.69900000;0.38223000;0.38798000;0.37231000;2858.95400000;1086.04324785;1578137298476;1578223698476;2626202;2627687;1486;XMR;ETH
117;DLTBNB;0.00077300;25.707;0.00357416;0.00298300;0.00378000;186.00000000;0.00374300;1070.00000000;0.00379200;1109.00000000;0.00300700;0.00421000;0.00294100;724958.30000000;2591.11492490;1578137300186;1578223700186;440357;441395;1039;DLT;BNB
118;WTCBNB;-0.00203000;-6.826;0.02881949;0.02984000;0.02771000;18.20000000;0.02741000;18.20000000;0.02769000;600.30000000;0.02974000;0.03039000;0.02700000;65027.90000000;1874.07091000;1578137263493;1578223663493;555793;556273;481;WTC;BNB
119;DLTBTC;0.00000148;26.381;0.00000689;0.00000561;0.00000709;114.00000000;0.00000708;5366.00000000;0.00000709;9248.00000000;0.00000561;0.00000792;0.00000550;113320923.00000000;780.42668259;1578137296452;1578223696452;6471487;6503489;32003;DLT;BTC
120;DLTETH;0.00008005;25.645;0.00037377;0.00030855;0.00039220;114.00000000;0.00038873;3210.00000000;0.00039220;890.00000000;0.00031215;0.00043500;0.00030205;4276465.00000000;1598.42832400;1578137300684;1578223700684;1392968;1400471;7504;DLT;ETH
121;AMBBTC;-0.00000018;-7.595;0.00000223;0.00000237;0.00000219;31364.00000000;0.00000219;190336.00000000;0.00000220;42043.00000000;0.00000237;0.00000240;0.00000210;45641636.00000000;101.89315181;1578137253612;1578223653612;5419696;5426545;6850;AMB;BTC
122;AMBETH;-0.00000721;-5.589;0.00012145;0.00013055;0.00012179;27.00000000;0.00012016;19264.00000000;0.00012246;2220.00000000;0.00012900;0.00013226;0.00011609;1629997.00000000;197.95869759;1578137293345;1578223693345;1292991;1293924;934;AMB;ETH
123;AMBBNB;-0.00009800;-7.778;0.00119601;0.00125400;0.00116200;693.00000000;0.00116000;130.00000000;0.00116800;693.00000000;0.00126000;0.00128400;0.00112200;1264696.00000000;1512.58336400;1578136583312;1578222983312;420382;421026;645;AMB;BNB
124;BCCETH;0.00000000;0;0;2.47246000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;1575982532736;1576068932736;-1;-1;0;BCC;ETH
125;BCCUSDT;0.00000000;0;0;448.70000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;1575982532739;1576068932739;-1;-1;0;BCC;USDT
126;BCCBNB;0.00000000;0;0;54.29000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;1575982532740;1576068932740;-1;-1;0;BCC;BNB
127;BATBTC;0.00000004;0.158;0.00002553;0.00002538;0.00002543;1081.00000000;0.00002540;8814.00000000;0.00002544;121.00000000;0.00002539;0.00002581;0.00002522;4135966.00000000;105.58269500;1578137283256;1578223683256;15115877;15121831;5955;BAT;BTC
128;BATETH;-0.00000205;-0.147;0.00140111;0.00139753;0.00139448;104.00000000;0.00139455;115.00000000;0.00140120;718.00000000;0.00139653;0.00141826;0.00138411;121124.00000000;169.70761200;1578137301163;1578223701163;3724758;3725555;798;BAT;ETH
129;BATBNB;0.00000000;0.000;0.01363663;0.01348000;0.01352000;1183.50000000;0.01346000;89.00000000;0.01350000;190.00000000;0.01352000;0.01376000;0.01337000;80630.80000000;1099.53220800;1578137275821;1578223675821;1141619;1142198;580;BAT;BNB
130;BCPTBTC;0.00000001;0.347;0.00000286;0.00000287;0.00000289;11305.00000000;0.00000288;181.00000000;0.00000289;6565.00000000;0.00000288;0.00000291;0.00000280;6986732.00000000;19.98685541;1578137238338;1578223638338;8072377;8074221;1845;BCPT;BTC
131;BCPTETH;-0.00000009;-0.057;0.00015643;0.00015859;0.00015850;184.00000000;0.00015748;9330.00000000;0.00015987;571.00000000;0.00015859;0.00016009;0.00015439;360428.00000000;56.38047045;1578137300721;1578223700721;1540368;1540686;319;BCPT;ETH
132;BCPTBNB;-0.00000500;-0.325;0.00152241;0.00153700;0.00153200;730.00000000;0.00151700;14370.00000000;0.00153900;1325.00000000;0.00153700;0.00155800;0.00149900;122877.00000000;187.06917100;1578137230307;1578223630307;502431;502529;99;BCPT;BNB
133;ARNBTC;-0.00000017;-0.919;0.00001841;0.00001850;0.00001832;7458.00000000;0.00001818;767.00000000;0.00001834;3565.00000000;0.00001849;0.00001875;0.00001799;5436867.00000000;100.08285339;1578137301382;1578223701382;14067301;14072184;4884;ARN;BTC
134;ARNETH;-0.00001153;-1.133;0.00101011;0.00101837;0.00100621;36.00000000;0.00100484;767.00000000;0.00100931;11.00000000;0.00101774;0.00103025;0.00099209;493516.00000000;498.50728053;1578137301285;1578223701285;4483507;4484496;990;ARN;ETH
135;GVTBTC;0.00000250;1.893;0.00013576;0.00013220;0.00013460;0.84000000;0.00013460;0.75000000;0.00013480;157.73000000;0.00013210;0.00014060;0.00013170;155386.81000000;21.09548106;1578137107990;1578223507990;7930639;7932915;2277;GVT;BTC
136;GVTETH;0.00017600;2.424;0.00746553;0.00724700;0.00743600;7.53000000;0.00737100;2.98000000;0.00743600;5.92000000;0.00726000;0.00772100;0.00719100;14032.51000000;104.76011902;1578136943591;1578223343591;1568781;1569268;488;GVT;ETH
137;CDTBTC;0.00000003;3.061;0.00000100;0.00000099;0.00000101;2605.00000000;0.00000100;286481.00000000;0.00000101;182148.00000000;0.00000098;0.00000103;0.00000096;45369600.00000000;45.25865586;1578137295037;1578223695037;5171907;5175054;3148;CDT;BTC
138;CDTETH;0.00000118;2.177;0.00005452;0.00005436;0.00005539;1215.00000000;0.00005531;600.00000000;0.00005547;9223.00000000;0.00005421;0.00005624;0.00005300;3386716.00000000;184.63599764;1578137301377;1578223701377;2091053;2092883;1831;CDT;ETH
139;GXSBTC;0.00000030;0.574;0.00005238;0.00005230;0.00005258;10.00000000;0.00005254;2.00000000;0.00005271;4.00000000;0.00005228;0.00005310;0.00005145;231801.00000000;12.14185818;1578136722167;1578223122167;4878685;4879938;1254;GXS;BTC
140;GXSETH;0.00002800;0.978;0.00287366;0.00287900;0.00289200;129.94000000;0.00289200;698.40000000;0.00290500;3.69000000;0.00286400;0.00291100;0.00281100;17918.20000000;51.49080464;1578136414929;1578222814929;1526874;1527149;276;GXS;ETH
141;NEOUSDT;0.21200000;2.383;9.05253518;8.91000000;9.10700000;1.85000000;9.10700000;11.00400000;9.11000000;395.61300000;8.89500000;9.23300000;8.84500000;132262.71300000;1197312.86304200;1578137297039;1578223697039;21453394;21457030;3637;NEO;USDT
142;NEOBNB;0.00300000;0.464;0.65478015;0.64610000;0.64910000;1.80000000;0.64900000;0.18000000;0.65090000;163.11000000;0.64610000;0.66000000;0.64610000;1656.00000000;1084.31592900;1578137300811;1578223700811;2423823;2424425;603;NEO;BNB
143;POEBTC;-0.00000001;-4.545;0.00000022;0.00000022;0.00000021;333848.00000000;0.00000021;23697687.00000000;0.00000022;28793115.00000000;0.00000022;0.00000022;0.00000021;19020419.00000000;4.09633384;1578137285301;1578223685301;7880501;7880691;191;POE;BTC
144;POEETH;-0.00000028;-2.343;0.00001184;0.00001195;0.00001167;32859.00000000;0.00001168;599315.00000000;0.00001170;487241.00000000;0.00001195;0.00001195;0.00001167;1924594.00000000;22.78517760;1578137207359;1578223607359;2602741;2602809;69;POE;ETH
145;QSPBTC;0.00000002;1.563;0.00000130;0.00000128;0.00000130;50000.00000000;0.00000130;76443.00000000;0.00000131;137318.00000000;0.00000128;0.00000132;0.00000128;4192401.00000000;5.45780413;1578136955946;1578223355946;5387846;5388434;589;QSP;BTC
146;QSPETH;0.00000006;0.084;0.00007165;0.00007115;0.00007142;2058.00000000;0.00007124;61423.00000000;0.00007157;603.00000000;0.00007136;0.00007219;0.00007059;103944.00000000;7.44807679;1578137254860;1578223654860;1665427;1665476;50;QSP;ETH
147;QSPBNB;0.00001680;2.431;0.00069009;0.00068060;0.00070800;532.00000000;0.00068610;70070.00000000;0.00069170;179.00000000;0.00069120;0.00070900;0.00068260;66224.00000000;45.70080400;1578136471467;1578222871467;636887;636941;55;QSP;BNB
148;BTSBTC;-0.00000001;-0.481;0.00000207;0.00000208;0.00000207;24207.00000000;0.00000206;8705.00000000;0.00000208;29582.00000000;0.00000208;0.00000211;0.00000205;2733879.00000000;5.66992282;1578137301382;1578223701382;5877678;5878588;911;BTS;BTC
149;BTSETH;-0.00000002;-0.018;0.00011407;0.00011384;0.00011382;24.00000000;0.00011348;529.00000000;0.00011382;459.00000000;0.00011384;0.00011594;0.00011236;355276.00000000;40.52722935;1578137300362;1578223700362;1669917;1670150;234;BTS;ETH
150;BTSBNB;0.00000000;0;0;0.00144800;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;1575982532781;1576068932781;-1;-1;0;BTS;BNB
151;XZCBTC;0.00000830;2.096;0.00040002;0.00039600;0.00040430;119.20000000;0.00040260;339.41000000;0.00040410;22.97000000;0.00039600;0.00041000;0.00039130;51176.75000000;20.47173331;1578137163448;1578223563448;3800813;3802917;2105;XZC;BTC
152;XZCETH;0.00054300;2.496;0.02175945;0.02175700;0.02229800;3.01000000;0.02217800;0.49000000;0.02229800;24.54000000;0.02175500;0.02239000;0.02134400;4397.06000000;95.67760611;1578137071506;1578223471506;735820;736375;556;XZC;ETH
153;XZCBNB;0.00280000;1.326;0.21288767;0.21120000;0.21400000;4.90000000;0.21370000;5.12000000;0.21550000;4.13000000;0.21120000;0.21720000;0.20880000;2781.43000000;592.13216400;1578137071376;1578223471376;259873;260073;201;XZC;BNB
154;LSKBTC;0.00000160;2.100;0.00007694;0.00007630;0.00007780;1558.00000000;0.00007780;366.76000000;0.00007800;97.12000000;0.00007620;0.00007800;0.00007600;128503.06000000;9.88646001;1578137239123;1578223639123;7168107;7169121;1015;LSK;BTC
155;LSKETH;0.00006500;1.547;0.00422324;0.00417300;0.00426700;11.97000000;0.00427000;18.23000000;0.00428600;145.95000000;0.00420200;0.00428600;0.00415800;8752.99000000;36.96595368;1578137174659;1578223574659;1677367;1677480;114;LSK;ETH
156;LSKBNB;0.00173000;4.250;0.04076669;0.04047000;0.04244000;144.00000000;0.04123000;3.60000000;0.04196000;210.20000000;0.04071000;0.04244000;0.04060000;3640.10000000;148.39484100;1578136785630;1578223185630;409133;409161;29;LSK;BNB
157;TNTBTC;-0.00000027;-3.971;0.00000663;0.00000680;0.00000653;56.00000000;0.00000651;889.00000000;0.00000653;95533.00000000;0.00000680;0.00000689;0.00000645;8185621.00000000;54.23988937;1578136936825;1578223336825;6196309;6199869;3561;TNT;BTC
158;TNTETH;-0.00001243;-3.330;0.00036332;0.00037290;0.00036084;5.00000000;0.00035710;1778.00000000;0.00036033;1682.00000000;0.00037327;0.00037878;0.00035475;297649.00000000;108.14110694;1578137301246;1578223701246;1505829;1506573;745;TNT;ETH
159;FUELBTC;-0.00000001;-2.564;0.00000038;0.00000039;0.00000038;43430.00000000;0.00000037;8771265.00000000;0.00000038;604841.00000000;0.00000039;0.00000039;0.00000037;25531274.00000000;9.64825615;1578137081441;1578223481441;5762642;5763036;395;FUEL;BTC
160;FUELETH;0.00000000;0;0;0.00002221;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;1575982532806;1576068932806;-1;-1;0;FUEL;ETH
161;MANABTC;0.00000033;7.350;0.00000479;0.00000449;0.00000482;2178.00000000;0.00000480;42361.00000000;0.00000483;50474.00000000;0.00000449;0.00000491;0.00000448;16604929.00000000;79.52803132;1578137259608;1578223659608;7889806;7895239;5434;MANA;BTC
162;MANAETH;0.00001707;6.897;0.00026360;0.00024750;0.00026457;26.00000000;0.00026314;6647.00000000;0.00026457;2483.00000000;0.00024750;0.00026903;0.00024521;1015104.00000000;267.58541536;1578137264653;1578223664653;2619157;2620136;980;MANA;ETH
163;BCDBTC;-0.00000008;-0.190;0.00004274;0.00004215;0.00004210;59.00000000;0.00004187;142.00000000;0.00004211;311.00000000;0.00004218;0.00004410;0.00004182;352344.00000000;15.05893211;1578137301505;1578223701505;6443199;6445213;2015;BCD;BTC
164;BCDETH;-0.00002000;-0.858;0.00235105;0.00234000;0.00231000;312.22700000;0.00230000;96.09700000;0.00233000;3234.88800000;0.00233000;0.00243000;0.00230000;28932.39100000;68.02159821;1578136990276;1578223390276;1888105;1888337;233;BCD;ETH
165;DGDBTC;0.00004700;1.994;0.00241266;0.00235900;0.00240400;1.00000000;0.00239000;4.78100000;0.00240300;0.04200000;0.00235700;0.00249900;0.00234700;3566.94300000;8.60582208;1578137286313;1578223686313;8902737;8904749;2013;DGD;BTC
166;DGDETH;0.00160000;1.224;0.13353604;0.12900000;0.13237000;0.04900000;0.13090000;11.94400000;0.13237000;1.45100000;0.13077000;0.13677000;0.12900000;1445.18200000;192.98388370;1578137301637;1578223701637;2965881;2966364;484;DGD;ETH
167;IOTABNB;0.00011000;0.911;0.01234597;0.01202000;0.01218000;4654.50000000;0.01214000;7580.40000000;0.01219000;213.20000000;0.01207000;0.01264000;0.01201000;255390.00000000;3153.03686900;1578137262306;1578223662306;1637596;1638818;1223;IOTA;BNB
168;ADXBTC;0.00000008;0.697;0.00001160;0.00001147;0.00001155;215.00000000;0.00001155;898.00000000;0.00001159;76.00000000;0.00001147;0.00001182;0.00001142;416129.00000000;4.82847736;1578137180277;1578223580277;5238045;5238916;872;ADX;BTC
169;ADXETH;0.00000180;0.283;0.00064432;0.00062800;0.00063680;28.00000000;0.00063390;55.00000000;0.00063680;107.00000000;0.00063500;0.00066350;0.00062840;79895.00000000;51.47779540;1578136970776;1578223370776;1124576;1124763;188;ADX;ETH
170;ADXBNB;0.00000000;0;0;0.00492900;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;1575982532970;1576068932970;-1;-1;0;ADX;BNB
171;ADABTC;0.00000001;0.216;0.00000465;0.00000463;0.00000465;2031.00000000;0.00000464;635585.00000000;0.00000465;36580.00000000;0.00000464;0.00000469;0.00000462;25753328.00000000;119.87738395;1578137301013;1578223701013;32713514;32717761;4248;ADA;BTC
172;ADAETH;0.00000128;0.503;0.00025520;0.00025442;0.00025558;394.00000000;0.00025558;388.00000000;0.00025572;43134.00000000;0.00025430;0.00025743;0.00025237;2984778.00000000;761.70294122;1578136961126;1578223361126;9940201;9942029;1829;ADA;ETH
173;PPTBTC;-0.00000035;-0.722;0.00004849;0.00004846;0.00004812;461.00000000;0.00004805;444.00000000;0.00004812;106.00000000;0.00004847;0.00004988;0.00004750;438298.00000000;21.25348863;1578137199779;1578223599779;5662554;5663817;1264;PPT;BTC
174;PPTETH;-0.00002200;-0.826;0.00264526;0.00266300;0.00264100;1335.00000000;0.00264100;544.36000000;0.00266100;244.75000000;0.00266300;0.00272400;0.00261900;35940.86000000;95.07280050;1578137275632;1578223675632;1615834;1616037;204;PPT;ETH
175;CMTBTC;-0.00000005;-3.205;0.00000152;0.00000156;0.00000151;199.00000000;0.00000150;349001.00000000;0.00000151;187016.00000000;0.00000156;0.00000156;0.00000149;18545096.00000000;28.18072447;1578137227954;1578223627954;7369239;7370936;1698;CMT;BTC
176;CMTETH;-0.00000262;-3.061;0.00008355;0.00008538;0.00008298;73.00000000;0.00008236;3577.00000000;0.00008298;8927.00000000;0.00008560;0.00008568;0.00008174;2759726.00000000;230.58741472;1578136834419;1578223234419;2282986;2283334;349;CMT;ETH
177;CMTBNB;-0.00002600;-3.152;0.00081411;0.00081600;0.00079900;3876.00000000;0.00079200;248554.00000000;0.00080900;2294.00000000;0.00082500;0.00082700;0.00079700;491368.00000000;400.02692000;1578136694148;1578223094148;613875;613955;81;CMT;BNB
178;XLMBTC;-0.00000008;-1.290;0.00000616;0.00000619;0.00000612;1433.00000000;0.00000612;1161.00000000;0.00000613;239961.00000000;0.00000620;0.00000623;0.00000610;9442185.00000000;58.14092750;1578137292845;1578223692845;27282186;27286060;3875;XLM;BTC
179;XLMETH;-0.00000382;-1.121;0.00033762;0.00033986;0.00033690;301.00000000;0.00033617;5140.00000000;0.00033700;1431.00000000;0.00034072;0.00034164;0.00033417;586631.00000000;198.05900576;1578137268724;1578223668724;7297660;7298834;1175;XLM;ETH
180;XLMBNB;-0.00004500;-1.367;0.00328255;0.00329100;0.00324600;140.00000000;0.00324100;770.00000000;0.00325100;1163.00000000;0.00329100;0.00332700;0.00322900;316884.00000000;1040.18849900;1578137296932;1578223696932;2031477;2032018;542;XLM;BNB
181;CNDBTC;0.00000000;0.000;0.00000080;0.00000081;0.00000081;8877.00000000;0.00000080;85857.00000000;0.00000081;1465446.00000000;0.00000081;0.00000082;0.00000079;7188075.00000000;5.76408247;1578137032759;1578223432759;6225608;6226219;612;CND;BTC
182;CNDETH;0.00000000;0.000;0.00004390;0.00004443;0.00004440;142.00000000;0.00004391;6191.00000000;0.00004439;4117.00000000;0.00004440;0.00004440;0.00004336;145996.00000000;6.40983167;1578136876030;1578223276030;2080423;2080499;77;CND;ETH
183;CNDBNB;0.00000580;1.362;0.00042774;0.00042540;0.00043150;11865.00000000;0.00042400;1759.00000000;0.00043280;3599.00000000;0.00042570;0.00043290;0.00042400;33394.00000000;14.28394070;1578137144735;1578223544735;1020348;1020363;16;CND;BNB
184;LENDBTC;0.00000009;4.018;0.00000232;0.00000224;0.00000233;668.00000000;0.00000231;30749.00000000;0.00000233;46424.00000000;0.00000224;0.00000244;0.00000221;140064259.00000000;324.31755364;1578137301339;1578223701339;6002721;6016760;14040;LEND;BTC
185;LENDETH;0.00000531;4.316;0.00012679;0.00012300;0.00012834;23.00000000;0.00012724;163.00000000;0.00012834;977.00000000;0.00012303;0.00013353;0.00012168;10327658.00000000;1309.40542168;1578137292055;1578223692055;2114895;2117181;2287;LEND;ETH
186;WABIBTC;0.00000167;9.166;0.00001954;0.00001818;0.00001989;4257.00000000;0.00001990;301.00000000;0.00001997;6.00000000;0.00001822;0.00002061;0.00001793;8546169.00000000;166.99387992;1578137301759;1578223701759;7561290;7574589;13300;WABI;BTC
187;WABIETH;0.00010056;10.106;0.00106879;0.00099878;0.00109557;17.00000000;0.00109500;38.00000000;0.00110327;379.00000000;0.00099501;0.00112558;0.00098500;207033.00000000;221.27490745;1578137299881;1578223699881;1641421;1643091;1671;WABI;ETH
188;WABIBNB;0.00097300;10.014;0.01049333;0.00962100;0.01068900;132.00000000;0.01058000;12.00000000;0.01068900;41.00000000;0.00971600;0.01095000;0.00967600;155838.00000000;1635.26010000;1578137271983;1578223671983;550392;550791;400;WABI;BNB
189;LTCETH;0.00043000;0.135;0.31724532;0.31774000;0.31800000;0.75000000;0.31774000;9.43700000;0.31828000;0.07700000;0.31757000;0.31979000;0.31496000;2212.79900000;702.00012569;1578137300020;1578223700020;7065584;7067688;2105;LTC;ETH
190;LTCUSDT;0.54000000;1.272;42.63823256;42.45000000;42.99000000;0.62510000;42.99000000;75.16766000;43.01000000;7.30000000;42.45000000;43.30000000;41.87000000;235456.11210000;10039432.46493850;1578137297934;1578223697934;36494104;36521846;27743;LTC;USDT
191;LTCBNB;-0.02000000;-0.650;3.07972583;3.07800000;3.05800000;2.97300000;3.06300000;10.15300000;3.07000000;0.32600000;3.07800000;3.11800000;3.04100000;2394.06400000;7373.06074900;1578137231772;1578223631772;3871376;3873373;1998;LTC;BNB
192;TNBBTC;-0.00000001;-4.167;0.00000023;0.00000024;0.00000023;38471.00000000;0.00000022;15232897.00000000;0.00000023;5780193.00000000;0.00000024;0.00000025;0.00000022;37345398.00000000;8.68865120;1578137298924;1578223698924;5088976;5089394;419;TNB;BTC
193;TNBETH;-0.00000051;-3.896;0.00001282;0.00001301;0.00001258;2289.00000000;0.00001244;17525.00000000;0.00001259;5000.00000000;0.00001309;0.00001330;0.00001244;4388735.00000000;56.26237074;1578135993199;1578222393199;2130808;2131102;295;TNB;ETH
194;WAVESBTC;-0.00000440;-3.411;0.00012701;0.00012890;0.00012460;802.57000000;0.00012440;567.81000000;0.00012460;429.32000000;0.00012900;0.00013070;0.00012380;1400494.55000000;177.87873336;1578137296627;1578223696627;22788748;22800806;12059;WAVES;BTC
195;WAVESETH;-0.00021200;-2.997;0.00698450;0.00707100;0.00686200;0.45000000;0.00682900;567.80000000;0.00686300;429.32000000;0.00707400;0.00715300;0.00680100;43211.60000000;301.81160200;1578137298668;1578223698668;3106857;3107968;1112;WAVES;ETH
196;WAVESBNB;-0.00263000;-3.834;0.06773718;0.06856000;0.06596000;147.80000000;0.06582000;19.20000000;0.06616000;429.30000000;0.06859000;0.06950000;0.06596000;14883.20000000;1008.14603800;1578137297530;1578223697530;685035;685502;468;WAVES;BNB
197;GTOBTC;0.00000003;2.439;0.00000124;0.00000124;0.00000126;23309.00000000;0.00000125;137440.00000000;0.00000126;147910.00000000;0.00000123;0.00000130;0.00000116;54623847.00000000;67.92336782;1578137277746;1578223677746;8345628;8349363;3736;GTO;BTC
198;GTOETH;0.00000096;1.411;0.00006699;0.00006752;0.00006900;5133.00000000;0.00006861;1981.00000000;0.00006900;31002.00000000;0.00006804;0.00007095;0.00006412;1720258.00000000;115.24297767;1578137298651;1578223698651;2808503;2809074;572;GTO;ETH
199;GTOBNB;0.00000700;1.062;0.00065057;0.00065100;0.00066600;4115.00000000;0.00066300;1930.00000000;0.00066800;2055.00000000;0.00065900;0.00068200;0.00062300;691390.00000000;449.80007200;1578134551299;1578220951299;1123345;1123611;267;GTO;BNB
200;ICXBTC;0.00000014;0.904;0.00001553;0.00001549;0.00001562;836.00000000;0.00001558;95.00000000;0.00001563;286.00000000;0.00001548;0.00001578;0.00001540;2475200.00000000;38.43792801;1578137294728;1578223694728;20023559;20026400;2842;ICX;BTC
201;ICXETH;0.00001200;1.412;0.00085120;0.00085000;0.00086200;0.01000000;0.00085700;35.01000000;0.00086200;2497.83000000;0.00085000;0.00086200;0.00084100;81338.23000000;69.23534575;1578137208212;1578223608212;6577566;6578000;435;ICX;ETH
202;ICXBNB;0.00007000;0.853;0.00828158;0.00821000;0.00828000;347.80000000;0.00823000;4323.50000000;0.00833000;440.60000000;0.00821000;0.00839000;0.00819000;26250.90000000;217.39897900;1578137238412;1578223638412;1250878;1251140;263;ICX;BNB
203;OSTBTC;0.00000001;0.719;0.00000142;0.00000139;0.00000140;192.00000000;0.00000140;32423.00000000;0.00000141;98695.00000000;0.00000139;0.00000145;0.00000138;12804139.00000000;18.12506357;1578137241075;1578223641075;4736116;4737655;1540;OST;BTC
204;OSTETH;0.00000094;1.227;0.00007787;0.00007704;0.00007758;44.00000000;0.00007719;8525.00000000;0.00007758;311.00000000;0.00007664;0.00008013;0.00007580;1025132.00000000;79.82814931;1578136506312;1578222906312;1287844;1288136;293;OST;ETH
205;OSTBNB;-0.00000400;-0.532;0.00077452;0.00074000;0.00074730;13151.00000000;0.00074170;8525.00000000;0.00075750;2295.00000000;0.00075130;0.00085700;0.00073220;511283.00000000;395.99641420;1578137296261;1578223696261;327568;327729;162;OST;BNB
206;ELFBTC;-0.00000020;-2.732;0.00000721;0.00000732;0.00000712;707.00000000;0.00000712;2041.00000000;0.00000715;250.00000000;0.00000732;0.00000740;0.00000710;1465143.00000000;10.55753041;1578137228085;1578223628085;10962218;10963491;1274;ELF;BTC
207;ELFETH;-0.00000447;-1.115;0.00039643;0.00040522;0.00039655;8.00000000;0.00039137;28.00000000;0.00039584;1030.00000000;0.00040102;0.00040844;0.00038962;71313.00000000;28.27092044;1578137295620;1578223695620;3661528;3661712;185;ELF;ETH
208;AIONBTC;-0.00000017;-2.208;0.00000766;0.00000771;0.00000753;169357.00000000;0.00000752;71.00000000;0.00000753;7848.00000000;0.00000770;0.00000795;0.00000741;22149276.00000000;169.73350590;1578137286732;1578223686732;6971016;6982061;11046;AION;BTC
209;AIONETH;-0.00000900;-2.128;0.00041829;0.00042300;0.00041400;9766.21000000;0.00041300;674.57000000;0.00041500;2614.56000000;0.00042300;0.00043600;0.00040600;2100406.46000000;878.58696577;1578137286809;1578223686809;2303935;2305997;2063;AION;ETH
210;AIONBNB;-0.00010000;-2.439;0.00409599;0.00410100;0.00400000;793.00000000;0.00399000;30.00000000;0.00400300;168.00000000;0.00410000;0.00424200;0.00392300;315509.00000000;1292.32185700;1578137299778;1578223699778;449196;450237;1042;AION;BNB
211;NEBLBTC;0.00000008;0.145;0.00005514;0.00005521;0.00005528;52.00000000;0.00005528;45.00000000;0.00005561;73.00000000;0.00005520;0.00005574;0.00005455;58170.00000000;3.20760024;1578137201295;1578223601295;6426877;6427356;480;NEBL;BTC
212;NEBLETH;0.00002400;0.792;0.00301238;0.00303000;0.00305400;17.85000000;0.00303400;197.67000000;0.00305400;1.47000000;0.00303000;0.00306200;0.00298400;4113.39000000;12.39110060;1578137095186;1578223495186;1595516;1595643;128;NEBL;ETH
213;NEBLBNB;0.00030000;1.020;0.02942122;0.02942000;0.02970000;34.00000000;0.02926000;5.00000000;0.02972000;84.80000000;0.02940000;0.03008000;0.02927000;3354.00000000;98.67877600;1578137108299;1578223508299;363620;363656;37;NEBL;BNB
214;BRDBTC;-0.00000096;-2.782;0.00003392;0.00003442;0.00003355;12.00000000;0.00003359;117.00000000;0.00003371;17.00000000;0.00003451;0.00003454;0.00003336;112746.00000000;3.82461404;1578136703230;1578223103230;4365543;4366199;657;BRD;BTC
215;BRDETH;-0.00003910;-2.070;0.00185974;0.00189420;0.00184990;444.00000000;0.00184110;115.00000000;0.00185320;428.00000000;0.00188900;0.00189710;0.00183820;8318.00000000;15.46930870;1578137297064;1578223697064;935601;935695;95;BRD;ETH
