date;symbol_x;quot;base;side;price;target;closed;id;symbol_y;bidPrice;askPrice;profit_in_%;profit_in_$
2019-12-30 04:43:07+00:00;USDT_HC;USDT;HC;buy;1.1182;1.13497301;False;76571;HCUSDT;1.0627;1.0667;-4.963333929529611;-0.4963333929529611
2020-01-03 12:41:11+00:00;BTC_SYS;BTC;SYS;buy;2.85e-06;2.9e-06;False;78265;SYSBTC;2.78e-06;2.79e-06;-2.4561403508771775;-0.24561403508771776
2020-01-03 12:30:15+00:00;BTC_ONE;BTC;ONE;buy;6.7e-07;6.9e-07;False;78252;ONEBTC;6.3e-07;6.4e-07;-5.97014925373135;-0.5970149253731349
2020-01-03 11:40:07+00:00;BNB_BCPT;BNB;BCPT;buy;0.001616;0.00164024;False;78227;BCPTBNB;0.001517;0.001539;-6.126237623762378;-0.6126237623762378
2020-01-03 11:26:08+00:00;BTC_BAT;BTC;BAT;buy;2.61e-05;2.65e-05;False;78222;BATBTC;2.54e-05;2.544e-05;-2.6819923371647434;-0.26819923371647436
2020-01-03 11:25:42+00:00;BTC_PIVX;BTC;PIVX;buy;3.391e-05;3.442e-05;False;78221;PIVXBTC;3.151e-05;3.155e-05;-7.077558242406354;-0.7077558242406354
2020-01-03 11:25:38+00:00;BNB_BAT;BNB;BAT;buy;0.01405;0.01426075;False;78220;BATBNB;0.01346;0.0135;-4.19928825622776;-0.419928825622776
2020-01-03 11:16:05+00:00;BTC_TFUEL;BTC;TFUEL;buy;3.4e-07;3.5e-07;False;78214;TFUELBTC;3.2e-07;3.3e-07;-5.882352941176464;-0.5882352941176464
2019-12-30 17:33:06+00:00;BTC_TFUEL;BTC;TFUEL;buy;3.4e-07;3.5e-07;False;76766;TFUELBTC;3.2e-07;3.3e-07;-5.882352941176464;-0.5882352941176464
2020-01-03 11:04:11+00:00;BTC_STORM;BTC;STORM;buy;1.5e-07;1.6e-07;False;78211;STORMBTC;1.4e-07;1.5e-07;-6.666666666666657;-0.6666666666666657
2019-12-30 02:32:41+00:00;BTC_STORM;BTC;STORM;buy;1.6e-07;1.7e-07;False;76493;STORMBTC;1.4e-07;1.5e-07;-12.5;-1.25
2020-01-03 10:58:05+00:00;BTC_RVN;BTC;RVN;buy;3.13e-06;3.18e-06;False;78209;RVNBTC;3.1e-06;3.11e-06;-0.9584664536741343;-0.09584664536741343
2020-01-03 07:57:07+00:00;ETH_NULS;ETH;NULS;buy;0.00178052;0.00180723;False;78158;NULSETH;0.00171777;0.00173852;-3.5242513423045096;-0.35242513423045096
2019-12-30 11:23:04+00:00;ETH_NULS;ETH;NULS;buy;0.00187542;0.00190356;False;76689;NULSETH;0.00171777;0.00173852;-8.406117029785335;-0.8406117029785335
2020-01-03 07:54:09+00:00;BTC_ICX;BTC;ICX;buy;1.551e-05;1.575e-05;False;78169;ICXBTC;1.558e-05;1.563e-05;0.45132172791748815;0.04513217279174882
2020-01-03 07:52:10+00:00;ETH_BNB;ETH;BNB;buy;0.104515;0.10608273;False;78166;BNBETH;0.103708;0.103791;-0.7721379706262326;-0.07721379706262325
2019-12-30 06:48:05+00:00;ETH_BNB;ETH;BNB;buy;0.105944;0.10753316;False;76625;BNBETH;0.103708;0.103791;-2.1105489692667874;-0.21105489692667873
2020-01-03 07:22:42+00:00;ETH_TNT;ETH;TNT;buy;0.0004322;0.00043869;False;78154;TNTETH;0.0003571;0.00036033;-17.376214715409517;-1.7376214715409517
2020-01-03 07:07:07+00:00;ETH_STORM;ETH;STORM;buy;8.21e-06;8.34e-06;False;78140;STORMETH;7.77e-06;7.84e-06;-5.359317904993901;-0.5359317904993901
2020-01-03 06:59:38+00:00;BNB_RVN;BNB;RVN;buy;0.0016879999999999998;0.00171333;False;78139;RVNBNB;0.001644;0.00165;-2.6066350710900394;-0.26066350710900393
2020-01-03 03:18:21+00:00;BTC_CND;BTC;CND;buy;8.6e-07;8.8e-07;False;78095;CNDBTC;8e-07;8.1e-07;-6.976744186046531;-0.6976744186046531
2020-01-03 03:09:05+00:00;BTC_ERD;BTC;ERD;buy;2.5e-07;2.6e-07;False;78082;ERDBTC;2.2e-07;2.3e-07;-11.999999999999986;-1.1999999999999986
2019-12-30 19:13:51+00:00;BTC_ERD;BTC;ERD;buy;2.7e-07;2.8e-07;False;76793;ERDBTC;2.2e-07;2.3e-07;-18.51851851851852;-1.8518518518518519
